Date,scaler,sigma
2018-06-20,2.0,0.0
2018-06-21,2.0,0.0
2018-06-22,2.0,0.0
2018-06-25,2.0,0.0
2018-06-26,2.0,0.0
2018-06-27,2.0,0.0
2018-06-28,2.0,0.0
2018-06-29,2.0,0.0
2018-07-02,2.0,0.0
2018-07-03,2.0,0.0
2018-07-05,2.0,0.0
2018-07-06,2.0,0.0
2018-07-09,2.0,0.0
2018-07-10,2.0,0.0
2018-07-11,2.0,0.0
2018-07-12,2.0,0.0
2018-07-13,2.0,0.0
2018-07-16,2.0,0.0
2018-07-17,2.0,0.0
2018-07-18,2.0,0.0
2018-07-19,2.0,0.0
2018-07-20,2.0,0.0
2018-07-23,2.0,0.0
2018-07-24,2.0,0.0
2018-07-25,2.0,0.0
2018-07-26,2.0,0.0
2018-07-27,2.0,0.0
2018-07-30,2.0,0.0
2018-07-31,2.0,0.0
2018-08-01,2.0,0.0
2018-08-02,2.0,0.0
2018-08-03,2.0,0.0
2018-08-06,2.0,0.0
2018-08-07,2.0,0.0
2018-08-08,2.0,0.0
2018-08-09,2.0,0.0
2018-08-10,2.0,0.0
2018-08-13,2.0,0.0
2018-08-14,2.0,0.0
2018-08-15,2.0,0.0
2018-08-16,2.0,0.0
2018-08-17,2.0,0.0
2018-08-20,2.0,0.0
2018-08-21,2.0,0.0
2018-08-22,2.0,0.0
2018-08-23,2.0,0.0
2018-08-24,2.0,0.0
2018-08-27,2.0,0.0
2018-08-28,2.0,0.0
2018-08-29,2.0,0.0
2018-08-30,2.0,0.0
2018-08-31,2.0,0.005740816606267499
2018-09-04,2.0,0.009886926462868852
2018-09-05,2.0,0.00989687656526852
2018-09-06,2.0,0.010901591817383205
2018-09-07,2.0,0.013709240466899975
2018-09-10,2.0,0.01450561504347502
2018-09-11,2.0,0.015364525726850367
2018-09-12,2.0,0.015893812287757395
2018-09-13,2.0,0.018942352014147564
2018-09-14,2.0,0.0188630223086583
2018-09-17,2.0,0.01943198654764585
2018-09-18,2.0,0.020811444375033298
2018-09-19,2.0,0.020495831742502135
2018-09-20,2.0,0.02803338320892462
2018-09-21,2.0,0.0276249899615757
2018-09-24,2.0,0.03000148523079888
2018-09-25,2.0,0.03008707012938219
2018-09-26,2.0,0.030686499406738548
2018-09-27,2.0,0.030358391892494622
2018-09-28,2.0,0.02988511884130366
2018-09-30,2.0,0.02941445763402547
2018-10-01,2.0,0.02956171750105787
2018-10-02,2.0,0.029909071367189868
2018-10-03,2.0,0.03015814302030985
2018-10-04,2.0,0.03347178729582947
2018-10-05,2.0,0.03420834844861924
2018-10-08,2.0,0.033680498369653956
2018-10-09,2.0,0.03381822254682746
2018-10-10,1.3524879283130213,0.07393781334871619
2018-10-11,1.202592994970872,0.08315365249771982
2018-10-12,1.1774409294609527,0.08492995062247519
2018-10-15,1.1930451912956368,0.08381912163059042
2018-10-16,1.0755048131097817,0.09297959319294329
2018-10-17,1.0917369692437329,0.09159715464181077
2018-10-18,1.0615055083311642,0.094205822970447
2018-10-19,1.0784720578006268,0.09272377460008949
2018-10-22,1.083742734277223,0.09227282161821614
2018-10-23,1.0867665517721314,0.0920160818686731
2018-10-24,0.9337217328994339,0.1070982890046648
2018-10-25,0.9074999679434923,0.11019284135801397
2018-10-26,0.8744597453818483,0.11435632174964581
2018-10-29,0.8842065217290442,0.11309575030554225
2018-10-30,0.8506798436610836,0.11755303801442915
2018-10-31,0.8564705339826778,0.11675824915422311
2018-11-01,0.8433143113423964,0.11857974975050402
2018-11-02,0.8501943407906873,0.11762016659273364
2018-11-05,0.8542092446124241,0.11706733523514193
2018-11-06,0.8598284948668059,0.11630226329669474
2018-11-07,0.8169687016170051,0.12240370996107021
2018-11-08,0.8278943302481995,0.12078836192780834
2018-11-09,0.8295759041214533,0.12054352049424955
2018-11-12,0.801799435488427,0.1247194692012768
2018-11-13,0.813832084608573,0.12287547012612163
2018-11-14,0.8229286365206846,0.12151721979538437
2018-11-15,0.8244588998293174,0.12129167387325479
2018-11-16,0.8330313214064294,0.1200435054844844
2018-11-19,0.8199748626824764,0.12195495807378619
2018-11-20,0.7861758072244895,0.12719801230343047
2018-11-21,0.7972209325958303,0.12543574298079468
2018-11-23,0.8024571770531042,0.12461724171654123
2018-11-26,0.7896085160231125,0.1266450373454089
2018-11-27,0.8019451446348038,0.12469680834034952
2018-11-28,0.7658514040798384,0.13057363277951922
2018-11-29,0.7780537032180459,0.12852583258250425
2018-11-30,0.783063475092447,0.12770356833230434
2018-12-03,0.7763327251746727,0.12881074925380775
2018-12-04,0.7103830542675633,0.14076912364288374
2018-12-06,0.720751630234005,0.13874404969092224
2018-12-07,0.698919220557851,0.14307805116617592
2018-12-10,0.7100852794138482,0.1408281552922019
2018-12-11,0.7214440359225384,0.1386108901324912
2018-12-12,0.7302026431891918,0.13694828542833762
2018-12-13,0.7416418172241894,0.13483597833557867
2018-12-14,0.7260575983092481,0.1377301198043619
2018-12-17,0.7010061279837112,0.14265210532128705
2018-12-18,0.7119785431188718,0.1404536709237655
2018-12-19,0.7054545272349724,0.14175258098059107
2018-12-20,0.6961498558176034,0.14364723222208176
2018-12-21,0.6796696328727639,0.14713030443530245
2018-12-24,0.6355432063189955,0.15734571466697014
2018-12-26,0.5364549113245516,0.1864089560725462
2018-12-27,0.540496733073817,0.18501499432068308
2018-12-28,0.549134496313305,0.18210474969495574
2018-12-31,0.5548415647229542,0.18023163071773907
2019-01-02,0.5633654824338434,0.17750466281317315
2019-01-03,0.5557100509591543,0.1799499574056655
2019-01-04,0.5226587762512744,0.1913294190087871
2019-01-07,0.5292377028806969,0.18895101285431745
2019-01-08,0.5340937629137542,0.18723304210565753
2019-01-09,0.5419131170744325,0.18453142551680451
